movieID,countryID
4176,US
4180,FR
4192,GB
4203,ES
4232,US
4233,US
4234,US
4241,JP
4244,US
4247,US
4248,US
4248,CA
4256,US
4257,US
4271,FR
4283,US
4291,JP
4296,CA
4296,US
4307,ES
4307,FR
4327,US
4347,US
4347,GB
4347,FR
4348,FR
4348,US
4348,GB
4349,DE
4349,US
4365,US
4379,DE
4379,US
4380,US
4413,US
4415,US
4421,US
4437,US
4441,AU
4442,US
4442,CZ
4464,US
4474,US
4475,US
4476,US
4477,US
4478,US
4480,FR
4481,FR
4482,FR
4483,FR
4484,FR
4484,IT
4485,FR
4486,CA
4486,FR
4488,US
4497,ES
4497,MX
4512,US
4512,GB
4512,CA
4513,US
4513,NZ
4515,US
4517,GB
4517,US
4517,FR
4518,GB
4518,US
4520,GB
4520,US
4523,US
4538,US
4539,US
4543,GB
4547,US
4550,KR
4551,US
4552,KR
4553,US
4553,ES
4553,BE
4561,FR
4561,CA
4561,DE
4564,US
4566,US
4584,GB
4587,US
4588,TW
4588,HK
4588,CN
4588,US
4593,IT
4593,FR
4593,ES
4595,FR
4599,US
4613,US
4614,US
4614,CA
4614,DE
4627,DE
4629,AU
4629,US
4638,US
4638,FR
4638,GB
4639,US
4643,US
4688,US
4689,KR
4722,US
4723,US
4723,FR
4723,DE
4771,US
4780,US
4787,FR
4787,GB
4787,US
4789,IT
4789,DE
4806,US
4808,US
4816,JP
4816,GB
4816,DE
4816,US
4816,FR
4823,US
4824,DE
4824,JP
4824,GB
4824,FR
4824,US
4824,CA
4825,US
4832,US
4835,FR
4835,IT
4836,GB
4837,FR
4858,AU
4858,US
4886,US
4909,FR
4909,GB
4911,DE
4911,GB
4911,US
4912,US
4912,US
4917,US
4918,GB
4922,US
4929,US
4935,JP
4939,US
4942,DE
4942,US
4944,US
4944,FR
4944,GB
4951,US
4952,US
4953,FR
4953,US
4954,US
4958,US
4959,DE
4959,US
4959,GB
4960,US
4961,US
4964,US
4965,US
4967,US
4970,US
4972,DK
4973,FR
4973,JP
4975,GB
4977,JP
4978,US
4982,US
4982,GB
4985,US
4986,US
4995,US
4997,CA
4997,US
5000,FR
5001,MX
5001,US
5038,US
5038,FR
5038,ES
5052,US
5055,PL
5061,GB
5072,GB
5072,HU
5072,DE
5121,US
5122,US
5123,US
5137,US
5137,GB
5143,US
5146,US
5146,DE
5156,IT
5165,FR
5165,IT
5168,FR
5172,US
5174,US
5175,US
5176,US
5179,GB
5185,GB
5203,US
5204,HU
5205,US
5206,DE
5206,IS
5206,FR
5206,IT
5206,DK
5206,SE
5236,US
5241,US
5255,US
5257,AU
5259,FR
5259,IL
5259,US
5279,US
5279,IT
5289,CA
5289,GB
5289,US
5336,IT
5336,FR
5353,HR
5353,BA
5353,US
5434,IT
5470,FR
5470,US
5471,GB
5471,CA
5471,AU
5471,IS
5471,US
5488,KR
5491,US
5491,CA
5493,JP
5503,US
5506,GB
5511,FR
