nconst,primaryName,birthYear,deathYear,primaryProfession
nm0332986,Patrick Gowers,1936,2014,"composer,music_department,soundtrack"
nm0940362,Shailene Woodley,1991,\N,"actress,producer,soundtrack"
nm3837786,Amara Miller,2000,\N,"actress,miscellaneous"
nm1975228,Nick Krause,1992,\N,"actor,producer"
nm0711110,Jim Rash,1971,\N,"actor,producer,writer"
nm2655611,Kaui Hart Hemmings,\N,\N,"writer,actress"
nm1458741,John Guleserian,1976,\N,"cinematographer,camera_department"
nm3404934,Charlie Bewley,1981,\N,"actor,writer,producer"
nm2035886,Drake Doremus,1983,\N,"director,writer,producer"
nm1726378,Ben York Jones,1984,\N,"writer,actor,producer"
nm2009933,Jonathan Schwartz,\N,\N,"producer,writer,actor"
nm0090386,James Bobin,1972,\N,"writer,director,producer"
nm0083655,Gil Birmingham,1953,\N,"actor,miscellaneous"
nm3528539,Jeremy Irvine,1990,\N,"actor,soundtrack"
nm1212722,Benedict Cumberbatch,1976,\N,"actor,producer,soundtrack"
nm0606190,Michael Morpurgo,1943,\N,"writer,actor,producer"
nm4312900,Nick Stafford,\N,\N,writer
nm0218259,Christi Dembrowski,1960,\N,"miscellaneous,producer,executive"
nm0003977,Gary Rydstrom,1959,\N,"sound_department,miscellaneous,director"
nm0102691,Maxwell Brace IV,\N,\N,"animation_department,art_department,writer"
nm0764780,Katherine Sarafian,1969,\N,"producer,miscellaneous,production_manager"
nm0003479,Steve Bloom,\N,\N,"editor,editorial_department,miscellaneous"
nm0391961,Mark Cordell Holmes,\N,\N,"art_department,animation_department,miscellaneous"
nm0946473,Leonid Yarmolnik,1954,\N,"actor,producer"
nm2675654,Anton Shagin,1984,\N,actor
nm1523478,Evgenia Brik,1981,2022,actress
nm2671076,Maksim Matveev,1982,\N,actor
nm0865422,Valeriy Todorovskiy,1962,\N,"producer,writer,director"
nm0466614,Yuriy Korotkov,1955,\N,"writer,director,actor"
nm2417986,Vadim Goryainov,1965,\N,producer
nm0495531,Leonid Lebedev,1956,\N,"producer,miscellaneous"
nm0626172,Ilya Neretin,\N,\N,producer
nm1373352,John Paesano,1977,\N,"composer,music_department,soundtrack"
nm1192060,Drew Seeley,\N,\N,"actor,soundtrack,producer"
nm0528331,Jane Lynch,1960,\N,"actress,producer,soundtrack"
nm0666203,Erik Patterson,\N,\N,"writer,soundtrack,miscellaneous"
nm0779321,Jessica Scott,\N,\N,"writer,soundtrack,miscellaneous"
nm0505685,Nava Levin,\N,\N,"producer,miscellaneous,production_manager"
nm1374680,Gackt,1973,\N,"actor,soundtrack,composer"
nm1679136,Guy Moshe,\N,\N,"producer,director,writer"
nm2384784,Jess Wu Calder,\N,\N,"producer,director"
nm2651299,Brian Gatewood,\N,\N,"producer,writer,miscellaneous"
nm0848966,Alessandro Tanaka,1974,\N,"writer,producer,actor"
nm1545234,Jeff McIlwain,\N,\N,"soundtrack,composer,music_department"
nm4223385,Thomas Horn,\N,\N,"actor,assistant_director"
nm1353748,Paul Campbell,1979,\N,"actor,writer,producer"
nm0005368,Doris Roberts,1925,2016,"actress,soundtrack,director"
nm2810280,Marc Fienberg,1980,\N,"writer,producer,director"
nm0490094,Jim Latham,\N,\N,"composer,music_department,soundtrack"
nm1436017,Gavin Kelly,\N,\N,"cinematographer,camera_department,writer"
nm2164904,Kimberly Generous White,\N,\N,"editor,editorial_department,camera_department"
nm0529151,Robin Lyons,\N,\N,"writer,producer,music_department"
nm0990448,François Chaix,1961,\N,actor
nm0353902,Gerhard Hahn,\N,\N,"producer,director,writer"
nm0686907,Thomas Platt,1952,\N,"writer,actor"
nm0222088,Lorànt Deutsch,1975,\N,"actor,writer,producer"
nm1271759,Sara Forestier,1986,\N,"actress,director,writer"
nm0291790,Jacques Frantz,1947,2021,"actor,miscellaneous"
nm0280745,Stefan Fjeldmark,1964,\N,"director,animation_department,assistant_director"
nm0597026,Jesper Møller,\N,\N,"animation_department,writer,art_department"
nm0937216,Joanna Wizmur,1957,2008,"actress,miscellaneous,director"
nm0600877,Pink,1979,\N,"music_artist,soundtrack,music_department"
nm0016141,Carlos Alazraqui,1962,\N,"actor,writer,soundtrack"
nm0248495,Gary Eck,\N,\N,"writer,director,producer"
nm1668276,David Peers,\N,\N,"visual_effects,cinematographer,director"
nm0515282,Paul Livingston,1956,\N,"actor,writer,soundtrack"
nm0809877,Sarah Smith,\N,\N,"producer,writer,director"
nm1989798,Alexis Nolent,1967,\N,"writer,miscellaneous,director"
nm5631325,Colin Wilson,\N,\N,writer
nm1330276,Randy Couture,1963,\N,"actor,stunts,producer"
nm0013234,David Agosto,\N,\N,"writer,director,editor"
nm0109076,Raymond Briggs,1934,2022,"writer,actor,art_department"
nm0413452,Dianne Jackson,1941,1992,"animation_department,director,writer"
nm0167641,John Coates,1927,2012,"producer,production_manager,miscellaneous"
nm1638564,John Cary,\N,\N,"production_manager,producer,editor"
nm1056741,Suzanne Collins,1962,\N,"writer,miscellaneous,producer"
nm1643824,Ben Smith,\N,\N,producer
nm1507217,Julia Taylor-Stanley,\N,\N,"producer,writer,soundtrack"
nm0714147,Elizabeth Reaser,1975,\N,actress
nm0032227,Josh Appelbaum,\N,\N,"producer,writer,camera_department"
nm0625858,André Nemec,1972,\N,"producer,writer,actor"
nm3349167,Benjamin Mee,\N,\N,"actor,writer"
nm1592225,Rachael Taylor,1984,\N,"actress,writer,producer"
nm0329755,Chris Gorak,1969,\N,"production_designer,art_director,director"
nm3123612,Jon Spaihts,\N,\N,"writer,producer,director"
nm2761113,M.T. Ahern,1979,\N,writer
nm0149614,Francis Chagrin,1905,1972,"composer,music_department,soundtrack"
nm0132224,Beatrice Campbell,1922,1979,actress
nm0039510,Grégoire Aslan,1908,1982,"actor,writer,miscellaneous"
nm0143900,Henry Cass,1903,1989,"director,writer,producer"
nm0593740,Stephen Mitchell,\N,\N,"producer,miscellaneous"
nm0676312,A.D. Peters,\N,\N,producer
nm1131557,Matthew Gray Gubler,1980,\N,"actor,director,producer"
nm0565366,Jesse McCartney,1987,\N,"actor,soundtrack,composer"
nm0711807,George Ratliff,1968,\N,"director,writer,producer"
nm0831841,Douglas Stone,\N,\N,"producer,director,writer"
nm3348335,Peter Fruchtman,1978,\N,"producer,manager,executive"
nm2164624,The 88,\N,\N,"soundtrack,music_department,composer"
nm4265383,Riza Aziz,\N,\N,producer
nm2110175,Joey McFarland,\N,\N,"producer,writer"
nm1852259,Richard Rosenblatt,\N,\N,producer
nm1160039,Grant Lee Phillips,1963,\N,"soundtrack,actor,composer"
nm0906301,Robert Wahlberg,1967,\N,"actor,producer"
nm3360706,Aaron Guzikowski,\N,\N,"writer,producer"
nm2266689,Arnaldur Indriðason,\N,\N,writer
nm0433588,Óskar Jónasson,1963,\N,"director,writer,actor"
nm0450627,Johan van der Keuken,1938,2001,"director,editor,cinematographer"
nm0329125,Joel Goodman,\N,\N,"composer,music_department,soundtrack"
nm0548789,Constance Marks,\N,\N,"director,producer,editorial_department"
nm0788070,Philip Shane,1967,\N,"editor,editorial_department,director"
nm1860790,Justin Weinstein,\N,\N,"producer,director,writer"
nm4205669,Corinne LaPook,\N,\N,producer
nm1103509,James J. Miller,\N,\N,"camera_department,cinematographer,producer"
nm0667474,Catherine Paura,\N,\N,producer
nm2921091,Jeremy Jordan,1984,\N,"actor,soundtrack,music_department"
nm1289705,Joseph Farrell,1935,2011,"producer,executive"
nm0114742,Susan Brown,1946,\N,"actress,soundtrack"
nm0248595,Mark Eckersley,\N,\N,"editor,editorial_department,actor"
nm3726887,Jessica Brown Findlay,1989,\N,"actress,soundtrack"
nm1732975,Niall MacCormick,1966,\N,"director,writer,producer"
nm1064900,Tamzin Rafn,\N,\N,"miscellaneous,writer,producer"
nm1214083,Adrian Sturges,1976,\N,"producer,actor,production_manager"
nm1877758,Jack Arnold,1975,\N,"composer,music_department,sound_department"
nm1159334,Jan Jonaeus,\N,\N,"cinematographer,camera_department"
nm1044403,David Anders,1981,\N,"actor,soundtrack"
nm0943699,Chris Wylde,1976,\N,"actor,writer,producer"
nm1445493,Louise Griffiths,1978,\N,"actress,producer"
nm0241539,Jacy King,\N,\N,"actress,producer"
nm0697934,D. Kerry Prior,\N,\N,"special_effects,visual_effects,producer"
nm2165105,Thomas William Hallbauer,\N,\N,"production_designer,art_department,art_director"
nm2086223,India Eisley,\N,\N,actress
nm0617523,Måns Mårlind,1969,\N,"writer,director,assistant_director"
nm0825407,Björn Stein,1970,\N,"writer,director,editorial_department"
nm0387198,John Hlavin,\N,\N,"producer,writer,miscellaneous"
nm0342029,Frank Grillo,\N,\N,"actor,producer,executive"
nm1861781,Mandy Gonzalez,1978,\N,"actress,soundtrack"
nm1300606,Asger Leth,\N,\N,"writer,director,assistant_director"
nm0271854,Pablo F. Fenjves,1956,\N,"writer,producer"
nm2273444,Henry Jackman,1974,\N,"music_department,composer,soundtrack"
nm0946057,Shu Yang,\N,\N,"cinematographer,camera_department"
nm1549063,Bingbing Fan,1981,\N,"actress,music_department,producer"
nm3569655,Ningyu Zhao,\N,\N,"actor,writer,producer"
nm5262456,Guoqing Gu,\N,\N,"producer,miscellaneous"
nm5831818,Shabai Liu,\N,\N,producer
nm1284187,Zhonglun Ren,\N,\N,"producer,miscellaneous,writer"
nm2442289,Gina Carano,1982,\N,"actress,producer"
nm1382571,Michael Ostrowski,1973,\N,"actor,writer,costume_designer"
nm1517001,Raimund Wallisch,1969,\N,actor
nm3437489,Alexis Santiago Hernandez,\N,\N,actor
nm0890075,Victor Varnado,1969,\N,"producer,actor,writer"
nm0322198,Michael Glawogger,1959,2014,"writer,director,camera_department"
nm0480144,Erich Lackner,\N,\N,"producer,production_manager,actor"
nm0825350,Nicolas Steil,\N,\N,"producer,writer,director"
nm0938695,Ursula Wolschlager,1969,2021,"producer,script_department,production_manager"
nm1202026,Attila Boa,1966,\N,"cinematographer,camera_department,sound_department"
nm2326979,Larysa Kondracki,\N,\N,"director,producer,miscellaneous"
nm1672009,Eilis Kirwan,\N,\N,"producer,writer,director"
nm1114974,Christina Piovesan,\N,\N,"producer,miscellaneous,executive"
nm1171145,Patrick Kennedy,1977,\N,"actor,director,writer"
nm1111151,Benjamin Uttley,1978,\N,"actor,producer,director"
nm1530431,Philip Martin,\N,\N,"director,producer,writer"
nm0595584,Peter Moffat,\N,\N,"writer,producer,script_department"
nm1285816,Mark Pybus,\N,\N,"producer,miscellaneous"
nm0169420,Harry Cohen,1954,\N,"sound_department,soundtrack,music_department"
nm1406239,Warren Christie,1975,\N,"actor,producer"
nm0654197,Lloyd Owen,\N,\N,"actor,director,producer"
nm0730455,Ryan Robbins,\N,\N,"actor,producer,soundtrack"
nm0465959,Michael Kopsa,1956,2022,"actor,soundtrack"
nm1018426,Gonzalo López-Gallego,\N,\N,"editor,director,assistant_director"
nm2921766,Brian Miller,\N,\N,"writer,producer,miscellaneous"
nm1222086,Michele Wolkoff,\N,\N,"producer,miscellaneous,executive"
nm0382674,Todd Hickey,\N,\N,"cinematographer,camera_department,editor"
nm1602553,Robert Tannen,\N,\N,writer
nm0654648,David Oyelowo,1976,\N,"actor,producer,director"
nm0747420,Andre Royo,1968,\N,"actor,producer,writer"
nm0376006,Anthony Hemingway,\N,\N,"producer,director,assistant_director"
nm1412298,Aaron McGruder,1974,\N,"writer,producer,music_department"
nm4858733,John B. Holway,\N,\N,writer
nm0424759,Chas. Floyd Johnson,1941,\N,"producer,actor,writer"
nm4809043,Ni Ni,1988,\N,"actress,soundtrack"
nm5149048,Xinyi Zhang,\N,\N,actress
nm4823002,Tianyuan Huang,\N,\N,actor
nm0945802,Geling Yan,\N,\N,writer
nm0155349,Qi Gang Chen,\N,\N,"composer,soundtrack,music_department"
nm1082477,Omar Sy,1978,\N,"actor,producer,writer"
nm0494504,Anne Le Ny,1962,\N,"actress,writer,director"
nm1109153,Audrey Fleurot,1977,\N,actress
nm0619923,Olivier Nakache,1973,\N,"writer,producer,director"
nm0865918,Éric Toledano,1971,\N,"writer,producer,director"
nm4778840,Philippe Pozzo di Borgo,1951,2022,writer
nm0641816,Jason O'Mara,1972,\N,"actor,writer,producer"
nm0839326,Daniel Sunjata,1971,\N,"actor,soundtrack"
nm1995411,Stacy Sherman,\N,\N,"producer,writer,director"
nm4558594,Karen Ray,\N,\N,writer
nm2470990,Liz Brixius,\N,\N,"writer,producer,executive"
nm2208656,Janet Evanovich,1943,\N,writer
nm0734247,Eliot Rockett,\N,\N,"cinematographer,camera_department,actor"
nm0372366,Pat Healy,\N,\N,"actor,writer,director"
nm0058772,Alison Bartlett,\N,\N,"actress,producer,writer"
nm0645538,Hiroshi Ohkawa,1896,1971,producer
nm0411077,Susumu Ishikawa,1933,2012,"soundtrack,actor"
nm0757053,Rumi Sakakibara,1951,\N,"actress,producer,soundtrack"
nm0463514,Asao Koike,1931,1985,actor
nm0944760,Kimio Yabuki,\N,\N,"director,writer,art_department"
nm0409282,Hisashi Inoue,1934,2010,"writer,soundtrack"
nm0945458,Morihisa Yamamoto,\N,\N,"writer,soundtrack"
nm0082561,Salvatore Billitteri,1921,1985,"production_manager,producer,editor"
nm0592598,Tony Mirza,\N,\N,"camera_department,cinematographer,director"
nm1649128,Benjamin Wilkinson,\N,\N,actor
nm1556638,Sean Rogerson,1977,\N,actor
nm1925168,Ashleigh Gryzko,\N,\N,actress
nm0597740,Merwin Mondesir,1976,\N,actor
nm4017355,Colin Minihan,\N,\N,"director,writer,producer"
nm3425513,Stuart Ortiz,\N,\N,"writer,editor,director"
nm4155547,The Vicious Brothers,\N,\N,"writer,editor,director"
nm1180669,Shawn Angelski,1977,\N,"producer,production_manager,camera_department"
nm3529153,Quynne Alana Paxa,\N,\N,"music_department,composer,sound_department"
nm1148952,Elliot Greenberg,\N,\N,"editor,editorial_department,miscellaneous"
nm2851530,Dane DeHaan,\N,\N,actor
nm3887625,Alex Russell,1987,\N,"actor,producer,director"
nm0430107,Michael B. Jordan,1987,\N,"actor,producer,director"
nm0446672,Michael Kelly,1969,\N,"actor,producer,soundtrack"
nm2503633,Josh Trank,1984,\N,"writer,director,editor"
nm0484840,Max Landis,1985,\N,"writer,producer,director"
nm0421608,Matthew Jensen,\N,\N,"cinematographer,camera_department,assistant_director"
nm4610169,Emma Shorey,\N,\N,actress
nm0384702,Susan Hill,1942,\N,"writer,producer"
nm0642975,Simon Oakes,\N,\N,"producer,miscellaneous,executive"
nm1374347,Marc Achenbach,1976,\N,"cinematographer,editor"
nm5525876,Jenny Moore,\N,\N,actress
nm3467471,Dejan Bucin,1985,\N,"actor,miscellaneous"
nm2788430,Gerd Pape,\N,\N,actor
nm2873754,Anika Decker,1975,\N,"writer,director,producer"
nm1857147,Henning Ferber,\N,\N,producer
nm0919789,Marcus Welke,\N,\N,"producer,writer"
nm1190888,Enis Rotthoff,1979,\N,"composer,music_department,soundtrack"
nm1465570,Alec Puro,1975,\N,"composer,music_department,soundtrack"
nm0818587,Sasha Spielberg,1990,\N,"actress,writer,soundtrack"
nm1026883,Gavin Wiesen,\N,\N,"director,writer,producer"
nm3137986,Kara Baker,\N,\N,"producer,camera_department"
nm0325181,Darren Goldberg,\N,\N,"producer,miscellaneous,assistant_director"
nm3137040,Gia Walsh,\N,\N,producer
nm2614981,Robert Rubin,1938,\N,
nm0193231,Adam Curtis,1955,\N,"director,writer,producer"
nm1674895,Stewart Brand,\N,\N,"writer,camera_department,miscellaneous"
nm1697694,Nathaniel Branden,1930,2014,
nm0139406,Loren Carpenter,\N,\N,"visual_effects,miscellaneous,director"
nm1529392,Stephen Roach,\N,\N,"camera_department,actor"
nm1176736,Alvin Toffler,1928,2016,writer
nm4804661,Fred Turner,\N,\N,
nm4804122,Jay Forrester,\N,\N,
nm0558567,Michael Matheson,\N,\N,"miscellaneous,director,assistant_director"
nm0086833,Celia Moore,\N,\N,"producer,miscellaneous,production_manager"
nm0532651,Paul Machliss,1972,\N,"editor,editorial_department,director"
nm1174251,Daniel Espinosa,1977,\N,"director,producer,writer"
nm1638756,David Guggenheim,\N,\N,"writer,producer,miscellaneous"
nm1302591,Michael Sucsy,1973,\N,"director,writer,producer"
nm1213974,Stuart Sender,\N,\N,"producer,director,writer"
nm0106445,Blair Breard,\N,\N,"producer,production_manager,assistant_director"
nm0407030,Hisashi Igawa,1936,\N,actor
nm0765823,Sumie Sasaki,1928,2019,actress
nm0946216,Sen Yano,1928,2010,actor
nm0438047,Hideo Kanze,1927,2007,"actor,miscellaneous"
nm0406777,Toshi Ichiyanagi,1933,2022,"composer,music_department,miscellaneous"
nm1387612,Yûji Takahashi,1938,\N,"composer,sound_department"
nm0686656,Ronald Plante,\N,\N,"cinematographer,camera_department,actor"
nm0271408,Mohamed Fellag,1950,\N,"actor,writer"
nm4563869,Sophie Nélisse,2000,\N,actress
nm4563783,Émilien Néron,\N,\N,actor
nm0265852,Philippe Falardeau,1968,\N,"director,writer,cinematographer"
nm1656167,Evelyne de la Chenelière,\N,\N,"actress,writer"
nm4537345,Martin Léon,\N,\N,"composer,soundtrack,music_department"
nm1601643,Lauren Miller Rogen,1982,\N,"actress,producer,writer"
nm2312345,James Wolk,1985,\N,"actor,soundtrack"
nm1637474,Jamie Travis,1979,\N,"director,producer,writer"
nm4561763,Katie Anne Naylon,\N,\N,"writer,producer"
nm0385777,Jenny Hinkey,\N,\N,"producer,production_manager,assistant_director"
nm0450275,Josh Kesselman,\N,\N,"producer,manager,miscellaneous"
nm2481860,Jen W. Ray,\N,\N,"manager,executive,producer"
nm1270033,David M. Rosenthal,1969,\N,"director,writer,producer"
nm2480526,Eric Bassett,\N,\N,"producer,actor,editorial_department"
nm1761309,Keith Kjarval,\N,\N,"producer,writer,director"
nm0679031,Brad Peyton,1978,\N,"producer,writer,director"
nm5009714,Lauren Tempany,\N,\N,actress
nm0007344,Kim Fupz Aakeson,1958,\N,"writer,script_department,actor"
nm0077365,Gillian Berrie,1967,\N,"producer,miscellaneous,writer"
nm1052445,Tomas Eskilsson,1958,\N,"producer,miscellaneous,executive"
nm0344612,Malte Grunert,1967,\N,producer
nm0876812,Allan Tuppurainen,1951,\N,"soundtrack,actor,writer"
nm0754328,Olli Saarela,1965,\N,"writer,director,actor"
nm0375550,Pini Hellstedt,1963,\N,"cinematographer,camera_department,actor"
nm0247856,Marjorie Eaton,1901,1986,actress
nm0314947,Frank Gerstle,1915,1970,actor
nm0288705,Frank Fowler,\N,\N,actor
nm0460408,Erika Peters,1935,2022,actress
nm0556140,Joseph V. Mascelli,1917,1981,"cinematographer,director"
nm0226946,Dean Dillman Jr.,1923,2004,"actor,writer,producer"
nm0991355,Scott M. Gimple,1971,\N,"producer,writer,sound_department"
nm0007494,Leroy Aarons,1933,2004,"actor,writer,producer"
nm0304119,Damian Ganczewski,\N,\N,"producer,miscellaneous,production_manager"
nm0708492,Christopher Ward,1969,\N,"composer,soundtrack,music_department"
nm4583807,Tyler Brunsman,\N,\N,"actor,soundtrack"
nm2023050,Darren Criss,1987,\N,"actor,soundtrack,composer"
nm4013413,Joey Richter,1989,\N,"actor,writer,sound_department"
nm4583863,Bonnie Gruesen,\N,\N,"actress,soundtrack,producer"
nm2311252,Lauren Lopez,\N,\N,"actress,soundtrack,miscellaneous"
nm4583855,Sango Tajima,\N,\N,"actress,producer,cinematographer"
nm4583819,Jim Povolo,\N,\N,"actor,soundtrack"
nm4583827,Lily Marks,\N,\N,"actress,soundtrack,art_department"
nm2326212,Jaime Lyn Beatty,\N,\N,"actress,soundtrack,producer"
nm4583803,Joe Moses,\N,\N,"actor,writer,soundtrack"
nm4579146,Matt Lang,\N,\N,"writer,producer,art_director"
nm4583828,Brian Holden,\N,\N,"writer,actor,producer"
nm4583853,Nick Lang,\N,\N,"writer,actor,producer"
nm0225669,John Dickson,\N,\N,"music_department,composer,actor"
nm0701512,Missi Pyle,\N,\N,"actress,soundtrack,writer"
nm1117802,Abram Cox,\N,\N,"producer,director,writer"
nm0825743,Doug Steinberg,\N,\N,"producer,writer,script_department"
nm2498075,Allan Jones,\N,\N,producer
nm1281678,Kathy Weiss,\N,\N,"producer,director,actress"
nm0567184,David McCullough,1933,2022,"writer,miscellaneous,actor"
nm0736259,Paul Roebling,1934,1994,"actor,producer"
nm2716065,George Black,\N,\N,actor
nm0771268,Rosanna Schiaffino,1939,2009,"actress,soundtrack"
nm0049306,Bruce Balaban,\N,\N,"actor,producer"
nm0771267,Maria Pia Schiaffino,\N,1983,actress
nm0097625,Jean-Marc Bory,1934,2001,"actor,writer"
nm0339683,Ugo Gregoretti,1930,2019,"director,writer,actor"
nm0893638,Natalia Verbeke,1975,\N,"actress,soundtrack,miscellaneous"
nm0494355,Philippe Le Guay,1956,\N,"writer,director,actor"
nm0173541,Etienne Comar,1965,\N,"producer,writer,director"
nm1635438,Alexander Yellen,\N,\N,"cinematographer,camera_department,director"
nm0924918,Jaleel White,1976,\N,"actor,producer,writer"
nm1919727,Sarah Lieving,1979,\N,"actress,assistant_director,stunts"
nm0000585,Robert Picardo,1953,\N,"actor,soundtrack,writer"
nm0712782,Christopher Ray,1977,\N,"producer,director,assistant_director"
nm3026436,Micho Rutare,\N,\N,"miscellaneous,writer,producer"
nm0783119,Naomi L. Selfman,\N,\N,"writer,producer"
nm0725808,Chris Ridenhour,\N,\N,"composer,music_department,soundtrack"
nm0507835,Tommy Lewis,1958,2018,"actor,miscellaneous,director"
nm1834096,Claire van der Boom,1983,\N,actress
nm0400850,Patrick Hughes,\N,\N,"director,writer,producer"
nm3283743,Dmitri Golovko,\N,\N,"composer,sound_department,music_department"
nm0399977,Tim Hudson,\N,\N,"cinematographer,camera_department"
nm1966958,Enzo Iacono,\N,\N,"art_department,production_designer,art_director"
nm0873092,Jenny Tripp,\N,\N,"writer,miscellaneous"
nm0121386,Arthur Burghardt,1947,\N,"actor,music_department"
nm0399252,Chris Hubbell,1946,\N,"writer,actor,miscellaneous"
nm1358789,Dan Abrams,\N,\N,"producer,actor,assistant_director"
nm3287038,Thomas Mann,1991,\N,"actor,producer"
nm3967796,Oliver Cooper,1989,\N,"actor,writer,producer"
nm3967854,Jonathan Daniel Brown,\N,\N,"actor,producer,writer"
nm3967702,Dax Flame,1991,\N,"actor,producer,director"
nm1294036,Nima Nourizadeh,\N,\N,"director,editor,writer"
nm0372329,Janet Healy,\N,\N,"producer,visual_effects,miscellaneous"
nm2357847,Taylor Swift,1989,\N,"music_artist,soundtrack,actress"
nm0049633,Kyle Balda,1971,\N,"director,animation_department,visual_effects"
nm2696996,Mark Obmascik,\N,\N,writer
