nconst,primaryName,birthYear,deathYear,primaryProfession
nm0001145,Divine,1945,1988,"actor,soundtrack,writer"
nm0516634,David Lochary,1944,1977,"actor,make_up_department,miscellaneous"
nm0668976,Mary Vivian Pearce,1947,\N,"actress,writer"
nm0831467,Mink Stole,1947,\N,"actress,writer,camera_department"
nm0672781,Vincent Peranio,\N,\N,"production_designer,art_director,art_department"
nm0847939,Lyle Talbot,1902,1996,"actor,soundtrack"
nm0268350,Timothy Farrell,1922,1989,actor
nm0918992,George Weiss,\N,\N,"producer,miscellaneous,actor"
nm0770792,'Bud' Schelling,1919,1971,editor
nm0848417,Masao Tamai,1908,1997,"cinematographer,camera_department"
nm0386284,Akihiko Hirata,1927,1984,actor
nm0847361,Akira Takarada,1934,2022,"actor,soundtrack"
nm0442708,Momoko Kôchi,1932,1998,actress
nm0393094,Ishirô Honda,1911,1993,"director,writer,assistant_director"
nm0613609,Takeo Murata,1910,1994,"writer,director,miscellaneous"
nm0443227,Shigeru Kayama,1904,1975,"writer,miscellaneous"
nm0849083,Tomoyuki Tanaka,1910,1997,"producer,writer,soundtrack"
nm0006136,Akira Ifukube,1914,2006,"composer,music_department,soundtrack"
nm0605743,Shirô Moritani,1931,1984,"director,writer,assistant_director"
nm0000994,Raymond Burr,1917,1993,"actor,production_manager,director"
nm0462013,Keiju Kobayashi,1923,2010,"actor,soundtrack"
nm0849006,Ken Tanaka,1951,\N,actor
nm0768005,Yasuko Sawaguchi,1965,\N,"actress,soundtrack"
nm0368057,Koji Hashimoto,1936,2005,"assistant_director,director,producer"
nm0457970,R.J. Kizer,1952,\N,"sound_department,editor,director"
nm0557927,Toshio Masuda,1927,\N,"director,writer,cinematographer"
nm0559398,Shûe Matsubayashi,1920,2009,"director,assistant_director,writer"
nm0065184,John Beck,1909,1993,"producer,writer"
nm0847396,Tadao Takashima,1930,2019,"actor,soundtrack"
nm0756292,Kenji Sahara,1932,\N,actor
nm0297741,Yû Fujiki,1931,2005,actor
nm0445276,Michael Keith,\N,\N,actor
nm0599943,Tom Montgomery,\N,\N,"director,actor,miscellaneous"
nm0782883,Shin'ichi Sekizawa,1920,1992,"writer,soundtrack,producer"
nm0556893,Paul Mason,\N,2022,"production_manager,producer,writer"
nm0397170,Bruce Howard,1925,2012,"writer,miscellaneous,script_department"
nm0330390,Leon Gordon,1891,1960,"writer,producer,actor"
nm0942039,Fay Wray,1907,2004,"actress,writer,camera_department"
nm0035877,Robert Armstrong,1890,1973,"actor,soundtrack"
nm0127677,Bruce Cabot,1904,1972,"actor,soundtrack"
nm0717046,Frank Reicher,1875,1965,"actor,director,miscellaneous"
nm0178260,Merian C. Cooper,1893,1973,"producer,writer,miscellaneous"
nm0774325,Ernest B. Schoedsack,1893,1979,"director,cinematographer,camera_department"
nm0187256,James Ashmore Creelman,1894,1941,"writer,director,editor"
nm0741656,Ruth Rose,1896,1978,"writer,script_department"
nm0908624,Edgar Wallace,1875,1932,"writer,director,producer"
nm0783913,Lorenzo Semple Jr.,1923,2014,"writer,script_department,miscellaneous"
nm0001301,Charles Grodin,1935,2021,"actor,writer,soundtrack"
nm0709907,John Randolph,1915,2004,"actor,soundtrack"
nm0347086,John Guillermin,1925,2015,"director,writer,producer"
nm0254590,Peter Elliott,\N,\N,"actor,miscellaneous,special_effects"
nm0947964,George Antoni,\N,\N,"actor,writer,script_department"
nm1635724,Charles McCracken,1965,2019,"director,miscellaneous"
nm0696267,Steven Pressfield,1943,\N,"writer,script_department"
nm0089685,Mark Blum,1950,2020,"actor,producer,writer"
nm0782384,Susan Seidelman,1952,\N,"director,producer,writer"
nm0054713,Leora Barish,\N,\N,"writer,director,actress"
nm0001236,Meg Foster,1948,\N,actress
nm0889001,Yara Vaneau,\N,\N,actress
nm0735543,William Rodriguez,\N,\N,actor
nm7232973,Leonard Greenwood,\N,\N,writer
nm0309057,Brian Gascoigne,1943,\N,"music_department,composer,miscellaneous"
nm0393039,Junior Homrich,\N,\N,"composer,music_department,soundtrack"
nm0340112,Alan Greisman,1947,\N,"producer,production_manager,actor"
nm0000833,Joe Don Baker,1936,\N,"actor,miscellaneous,production_manager"
nm0567780,Gregory McDonald,1937,2008,"writer,cinematographer,production_manager"
nm0266536,Harold Faltermeyer,1952,\N,"soundtrack,music_department,composer"
nm0135117,Leon Capetanos,\N,\N,"writer,director,producer"
nm0934817,Barry Windsor-Smith,1949,\N,"writer,art_department"
nm0000557,Brigitte Nielsen,1963,\N,"actress,soundtrack,producer"
nm0809544,Paul L. Smith,1936,2012,"actor,director,producer"
nm0264088,Clive Exton,1930,2007,"writer,script_department,actor"
nm0292129,George MacDonald Fraser,1925,2008,writer
nm0859471,Roy Thomas,1940,\N,"writer,miscellaneous,producer"
nm0304673,Tony Ganz,\N,\N,"producer,director,assistant_director"
nm0913797,Gedde Watanabe,1955,\N,"actor,soundtrack,director"
nm0089637,Edwin Blum,1906,1995,"writer,script_department"
nm0089634,Deborah Blum,\N,\N,"producer,writer,miscellaneous"
nm0324231,Alexander Godunov,1949,1995,actor
nm0822972,Maureen Stapleton,1925,2006,"actress,soundtrack"
nm0000617,Tanya Roberts,1949,2021,"actress,producer"
nm0005063,Grace Jones,1948,\N,"music_artist,soundtrack,actress"
nm0322515,John Glen,1932,\N,"editor,director,assistant_director"
nm0110482,Albert R. Broccoli,1909,1996,"producer,miscellaneous,actor"
nm0690905,Olaf Pooley,1914,2015,"actor,writer,director"
nm0000528,Mathilda May,1965,\N,"actress,miscellaneous,soundtrack"
nm0278752,Peter Firth,1953,\N,"actor,soundtrack"
nm0277975,Frank Finlay,1926,2016,"actor,soundtrack"
nm0933214,Colin Wilson,1931,2013,writer
nm0035830,Michael Armstrong,1944,\N,"writer,director,actor"
nm0047265,G.W. Bailey,1944,\N,"actor,soundtrack"
nm0807571,Bubba Smith,1945,2011,"actor,producer,soundtrack"
nm0333701,David Graf,1950,2001,actor
nm0935498,Michael Winslow,1958,\N,"actor,writer,producer"
nm0661577,Jerry Paris,1925,1986,"director,actor,producer"
nm0797526,James Signorelli,\N,\N,"producer,director,miscellaneous"
nm0236930,Jim Drake,1944,2022,"director,assistant_director,cinematographer"
nm0247579,Leslie Easterbrook,1949,\N,"actress,soundtrack,producer"
nm0002887,Alan Myerson,1936,\N,"director,actor,writer"
nm0193615,Stephen Curwick,1960,\N,writer
nm0005848,Charles Rosher Jr.,1935,2015,"camera_department,cinematographer"
nm0094288,Peter Bonerz,1938,\N,"director,actor,miscellaneous"
nm0606688,Judy Morris,1947,\N,"actress,writer,soundtrack"
nm0483953,Mark Lamprell,\N,\N,"director,writer,assistant_director"
nm0627917,Charles Newirth,\N,\N,"production_manager,producer,location_management"
nm0661751,Dean Parisot,\N,\N,"director,producer,camera_department"
nm0319213,Vince Gilligan,1967,\N,"producer,writer,director"
nm0377454,David Hennings,\N,\N,"cinematographer,camera_department"
nm0184546,Cindy Cowan,1959,\N,"producer,soundtrack,manager"
nm0211506,Aldo De Scalzi,1957,\N,"composer,soundtrack,music_department"
nm0309348,Alessandro Gassmann,1965,\N,"actor,writer,director"
nm0195017,Francesca d'Aloja,1963,\N,"actress,director"
nm0258905,Halil Ergün,1946,\N,"actor,writer,assistant_director"
nm0654858,Ferzan Özpetek,1959,\N,"director,writer,assistant_director"
nm0876545,Stefano Tummolini,1969,\N,"writer,director,actor"
nm0759757,Aldo Sambrell,1931,2010,"actor,director,writer"
nm0728276,Marco Risi,1951,\N,"director,writer,producer"
nm0853762,Maurizio Tedesco,\N,\N,"producer,editor,writer"
nm0001363,Jane Horrocks,1964,\N,"actress,soundtrack,writer"
nm0142179,Jim Cartwright,1958,\N,"actor,writer,director"
nm0439563,Elizabeth Karlsen,\N,\N,"producer,production_manager,assistant_director"
nm0457886,Alar Kivilo,1953,\N,"cinematographer,camera_department,director"
nm0109785,Brent Briscoe,1961,2017,"actor,writer,miscellaneous"
nm0809895,Scott B. Smith,1965,\N,"writer,producer"
nm0003474,Troy Miller,\N,\N,"producer,director,writer"
nm0149065,Jeff Cesario,1953,\N,"producer,writer,actor"
nm0683522,Michael Piller,1948,2005,"writer,producer,miscellaneous"
nm0005403,Jason Schwartzman,1980,\N,"actor,soundtrack,music_department"
nm0578814,Barry Mendel,1963,\N,"producer,actor"
nm0005544,Harvey Weinstein,1952,\N,"producer,actor,writer"
nm0001212,Joseph Fiennes,1970,\N,"actor,producer,director"
nm0635565,Marc Norman,1941,\N,"writer,director,producer"
nm0317642,Donna Gigliotti,1955,\N,"producer,miscellaneous,executive"
nm0164690,Charles G. Clarke,1899,1983,"cinematographer,camera_department,editor"
nm0668361,John Payne,1912,1989,"actor,producer,soundtrack"
nm0674169,William Perlberg,1900,1968,"producer,casting_director,writer"
nm0006203,Cyril J. Mockridge,1896,1979,"composer,music_department,soundtrack"
nm0013914,Lloyd Ahern Sr.,1905,1983,"cinematographer,camera_department,miscellaneous"
nm0001545,Dudley Moore,1935,2002,"actor,writer,music_department"
nm0399663,David Huddleston,1930,2016,"actor,producer,director"
nm0628174,Leslie Newman,\N,\N,writer
nm0007163,Ilya Salkind,1947,\N,"producer,writer,actor"
nm0818201,Pierre Spengler,1947,\N,"producer,actor,production_manager"
nm0640298,Dennis M. O'Connor,\N,\N,"editor,editorial_department,miscellaneous"
nm0001820,Abe Vigoda,1921,2016,actor
nm0359386,John D. Hancock,1939,\N,"director,writer,producer"
nm0839870,Misha Suslov,1939,\N,"cinematographer,camera_department"
nm0137063,Edward C. Carfagno,1907,1996,"art_director,production_designer,art_department"
nm0001607,Sydney Penny,1971,\N,"actress,producer,director"
nm0125060,Michael Butler,1941,\N,"writer,camera_department,producer"
nm0795461,Dennis Shryack,1936,2016,"writer,producer"
nm0621008,Charles Napier,1936,2011,"actor,soundtrack,music_department"
nm0606251,David Morrell,1943,\N,"writer,actor,producer"
nm0468997,Michael Kozoll,\N,\N,"writer,miscellaneous,producer"
nm0822285,John Stanier,1942,\N,"camera_department,cinematographer,producer"
nm0209030,Marc de Jonge,1949,1996,actor
nm0504802,Sheldon Lettich,1951,\N,"writer,director,producer"
nm0283754,Spyros Fokas,1937,2023,"actor,miscellaneous,art_department"
nm0858736,Diane Thomas,1946,1985,"writer,actress"
nm0635649,Zack Norman,1940,\N,"actor,producer,miscellaneous"
nm0798988,Treva Silverman,1936,\N,"writer,miscellaneous,producer"
nm0000747,Don Ameche,1908,1993,"actor,soundtrack,director"
nm0764545,David Saperstein,1937,\N,"writer,director,producer"
nm0002448,Stephen McPherson,\N,\N,"writer,miscellaneous,assistant_director"
nm0103215,Elizabeth Bradley,\N,\N,"script_department,producer,writer"
nm0021065,Stanford C. Allen,\N,\N,"editor,editorial_department,production_manager"
nm0912536,Mark Warner,\N,\N,"editor,editorial_department"
nm0225746,Vince DiCola,\N,\N,"soundtrack,composer,music_department"
nm0923847,John W. Wheeler,\N,\N,"editor,miscellaneous,editorial_department"
nm0274729,Robert A. Ferretti,\N,\N,"editor,editorial_department,producer"
nm0821739,Sage Stallone,1976,2012,"actor,producer,director"
nm0695422,Anthony E. Pratt,1903,1994,"writer,miscellaneous"
nm0746583,Nicholas Rowe,1966,\N,actor
nm0001830,Sophie Ward,1964,\N,"actress,soundtrack"
nm0446120,John Kellogg,1916,2000,actor
nm0279926,Jack Fisk,1945,\N,"production_designer,art_director,director"
nm0002305,Patrick Williams,1939,2018,"composer,music_department,soundtrack"
nm0276248,Greg Fields,1955,2002,"writer,producer,miscellaneous"
nm0001419,Sally Kellerman,1937,2022,"actress,soundtrack,miscellaneous"
nm0582635,Alan Metter,1942,2020,"director,writer,producer"
nm0436950,Steven Kampmann,1947,\N,"actor,writer,producer"
nm0017620,William Porter,1947,2019,"writer,actor,director"
nm0800089,Carly Simon,1943,\N,"soundtrack,actress,music_department"
nm0001276,Jackie Gleason,1916,1987,"music_department,actor,writer"
nm0687940,Rick Podell,1946,\N,"actor,writer,soundtrack"
nm0695933,Michael Preminger,\N,\N,"writer,actor,producer"
nm0167986,Arthur Coburn,\N,\N,"editor,editorial_department,actor"
nm0769311,Diana Scarwid,1955,\N,"actress,soundtrack"
nm0950001,Robert M. Young,1924,\N,"director,cinematographer,writer"
nm0163797,Curtis Clark,1946,\N,"cinematographer,camera_department,director"
nm0611705,Walt Mulconery,1932,2001,"editorial_department,editor,sound_department"
nm0184392,Martin Kove,1947,\N,"actor,producer,director"
nm0307260,David Garfield,1943,1994,"actor,editor,editorial_department"
nm0425944,Pat E. Johnson,1939,2023,"stunts,actor,miscellaneous"
nm0540330,Bruce Malmuth,1934,2005,"director,actor,writer"
nm0001477,Robyn Lively,1972,\N,actress
nm0301959,Johnny Galecki,1975,\N,"actor,producer,soundtrack"
nm0414930,Tom Jacobson,\N,\N,"producer,production_manager,actor"
nm0005630,Thomas E. Ackerman,1948,\N,"cinematographer,camera_department,assistant_director"
nm0529450,Miklós László,1903,1973,"writer,actor"
nm0908603,Derek Wallace,\N,\N,"production_designer,art_department,set_decorator"
nm0569336,Sean McGinley,1956,\N,"actor,writer,stunts"
nm0448204,Maria Doyle Kennedy,1964,\N,"actress,soundtrack,director"
nm0931442,Paul Williams,1964,\N,writer
nm0118680,Richie Buckley,\N,\N,"composer,music_department,actor"
nm0213239,Seamus Deasy,\N,\N,"cinematographer,camera_department"
nm0205383,Ron Davis,\N,\N,"sound_department,editor"
nm0001029,Jim Caviezel,1968,\N,"actor,producer"
nm0009716,Kirk Acevedo,1971,\N,actor
nm0000517,Terrence Malick,1943,\N,"producer,writer,director"
nm0312059,Robert Michael Geisler,\N,\N,producer
nm0384294,Grant Hill,\N,\N,"production_manager,producer,location_management"
nm0730535,John Roberdeau,1953,2002,"producer,actor"
nm0108287,Jordana Brewster,1980,\N,actress
nm0245112,Clea DuVall,1977,\N,"actress,writer,producer"
nm0364977,Laura Harris,1976,\N,"actress,producer,soundtrack"
nm0917066,David Wechter,1956,\N,"producer,director,writer"
nm0453987,Bruce Kimmel,1947,\N,"actor,director,writer"
nm0042882,Elizabeth Avellan,1960,\N,"producer,actress,visual_effects"
nm0366894,Ted Hartley,1924,\N,"actor,producer,executive"
nm0154924,Ted Cheesman,1902,1964,editor
nm0601930,Terry Moore,1929,\N,"actress,producer,writer"
nm0424565,Ben Johnson,1918,1996,"actor,stunts,miscellaneous"
nm5935170,Mr. Joseph Young,\N,\N,
nm0447260,Barry Kemp,1949,\N,"writer,producer,script_department"
nm0518687,Daniel London,1973,\N,"actor,producer,soundtrack"
nm0011254,Patch Adams,1945,\N,"producer,writer"
nm0616962,Maureen Mylander,\N,\N,writer
nm0268286,Mike Farrell,1939,\N,"actor,soundtrack,producer"
nm0540441,Jena Malone,1984,\N,"actress,soundtrack,producer"
nm0505144,Gigi Levangie,1963,\N,"writer,producer,actress"
nm0394212,Karen Leigh Hopkins,\N,\N,"actress,writer,producer"
nm0364025,Jonathan Harr,1948,\N,writer
nm0512399,Steve Lindsey,\N,\N,"soundtrack,music_department,composer"
nm0237292,Anthony Drazan,1955,\N,"director,writer,producer"
nm0046412,David Baerwald,1960,\N,"soundtrack,composer,music_department"
nm0035998,Stefano Arnaldi,\N,\N,"composer,music_department,soundtrack"
nm0000333,Cher,1946,\N,"music_artist,soundtrack,actress"
nm0663796,Clive Parsons,1942,2009,"producer,miscellaneous"
nm0870369,Riccardo Tozzi,\N,\N,"producer,executive"
nm0953080,Giovannella Zannoni,1930,2018,"producer,casting_director,script_department"
nm0862923,Brigid Tierney,1985,\N,"actress,director,writer"
nm0718458,Linda Reisman,\N,\N,"producer,miscellaneous,actress"
nm0607375,David Morrissey,1964,\N,"actor,soundtrack,director"
nm0875793,Anand Tucker,1963,\N,"producer,director,writer"
nm0699503,Hilary du Pré,1942,\N,writer
nm0699504,Piers du Pré,\N,\N,writer
nm0448816,Nicolas Kent,\N,\N,"producer,director,writer"
nm0000381,Anthony Edwards,1962,\N,"actor,producer,director"
nm0141033,Willard Carroll,1955,\N,"producer,writer,director"
nm0006917,Meg Liberman,\N,\N,"casting_director,casting_department,producer"
nm0928987,Thomas L. Wilhite,1952,\N,"producer,production_manager,actor"
nm0755312,Oliver Sacks,1933,2015,"writer,actor,cinematographer"
nm0506246,Steve Levitt,\N,\N,writer
nm0756218,Katie Sagona,1989,\N,actress
nm0939562,Bari Wood,\N,\N,writer
nm0003992,Charles Burke,\N,\N,"camera_department,producer,production_manager"
nm0169281,Chuck Cohen,\N,\N,"camera_department,cinematographer,executive"
nm0908094,Paul Walker,1973,2013,"actor,producer,miscellaneous"
nm0504516,Ron Lester,1970,2016,"actor,producer,director"
nm0005367,Brian Robbins,1963,\N,"producer,actor,writer"
nm0407717,W. Peter Iliff,1957,\N,"writer,producer,director"
nm0482019,Tova Laiter,1945,\N,"producer,production_manager,miscellaneous"
nm0866132,Michael Tollin,1955,\N,"producer,writer,director"
nm0301839,Ed Gale,1963,\N,"actor,stunts,miscellaneous"
nm0314153,Steve Gerber,1947,2008,"miscellaneous,writer"
nm0562554,Val Mayerik,1950,\N,"writer,actor,miscellaneous"
nm0904625,Thomas Vámos,1938,\N,"cinematographer,director,camera_department"
nm0219821,Christa Denton,1972,\N,actress
nm0873097,Louis Tripp,1973,\N,actor
nm0847749,Tibor Takács,\N,\N,"director,writer,producer"
nm0002749,Michael Nankin,1955,\N,"producer,director,writer"
nm0448269,Patrick Kennedy,\N,\N,"editor,editorial_department"
nm0212635,Lucy Deakins,1971,\N,actress
nm0001809,Jay Underwood,1968,\N,actor
nm0000625,Fred Savage,1976,\N,"actor,director,producer"
nm0925212,Merrill G. White,1901,1959,"editor,editorial_department,producer"
nm0373314,David Hedison,1927,2019,actor
nm0654433,Patricia Owens,1925,2000,actress
nm0627087,Kurt Neumann,1908,1958,"director,writer,producer"
nm0486228,George Langelaan,1908,1969,writer
nm0006275,Paul Sawtell,1906,1971,"music_department,composer,soundtrack"
nm0315288,John Getz,1946,\N,"actor,soundtrack"
nm0100205,Joy Boushel,1959,\N,"actress,stunts"
nm0180366,Stuart Cornfeld,1952,2020,"producer,actor,miscellaneous"
nm0001879,Daphne Zuniga,1962,\N,"actress,producer,soundtrack"
nm0724673,Lee Richardson,1926,1999,actor
nm0906901,Chris Walas,1955,\N,"special_effects,make_up_department,actor"
nm0854644,Rod Temperton,1949,2016,"soundtrack,composer,music_department"
nm0000874,Steven Bauer,1956,\N,"actor,producer,soundtrack"
nm0222904,Gary DeVore,1941,1997,"writer,miscellaneous,producer"
nm0404128,Jimmy Huston,\N,\N,"director,writer,editor"
nm0583496,Bill Meyers,\N,\N,"composer,music_department,soundtrack"
nm0504495,Mark L. Lester,\N,\N,"producer,director,writer"
nm0005077,James Keach,1947,\N,"actor,director,producer"
nm0724758,Sallye Richardson,\N,\N,"assistant_director,editor"
nm0122782,Marilyn Burns,1949,2014,"actress,miscellaneous"
nm0623605,Edwin Neal,1945,\N,"actor,producer,writer"
nm0200758,Allen Danziger,1942,\N,actor
nm0663935,Paul A. Partain,1946,2005,actor
nm0377066,Kim Henkel,1946,\N,"writer,producer,actor"
nm0068580,Wayne Bell,\N,\N,"sound_department,actor,composer"
nm0669050,Daniel Pearl,1949,\N,"cinematographer,camera_department,director"
nm0140836,J. Larry Carroll,1946,\N,"writer,producer,miscellaneous"
nm0465629,Richard Kooris,1944,\N,"cinematographer,camera_department,producer"
nm0930226,Caroline Williams,1957,\N,"actress,producer"
nm0796842,Jim Siedow,1920,2003,actor
nm0608405,Bill Moseley,1951,\N,"actor,soundtrack,producer"
nm0322946,Yoram Globus,1943,\N,"producer,miscellaneous,writer"
nm0324875,Menahem Golan,1929,2014,"producer,writer,director"
nm0483187,Jerry Lambert,1958,\N,"miscellaneous,music_department,composer"
nm0413210,Robert Jacks,1959,2001,"actor,soundtrack,composer"
nm0673304,Tonie Perensky,1959,\N,actress
nm0410521,Levie Isaacks,1946,\N,"cinematographer,camera_department,director"
nm0377958,O. Henry,1862,1910,writer
nm0005769,Philip H. Lathrop,1912,1995,"cinematographer,camera_department,actor"
nm0479612,Matthew Labyorteaux,1966,\N,"actor,miscellaneous,sound_department"
nm0789326,Michael Sharrett,1965,\N,actor
nm0378255,Diana Henstell,1936,2017,writer
nm0792568,Robert M. Sherman,\N,\N,producer
nm0323708,Alain Godard,\N,\N,"writer,producer"
nm0702818,Helmut Qualtinger,1928,1986,"actor,writer,soundtrack"
nm0059946,Elya Baskin,1950,\N,"actor,miscellaneous"
nm0248767,Umberto Eco,1932,2016,"writer,actor"
nm0004834,Stephen Collins,1947,\N,"actor,soundtrack,director"
nm0939795,John Wood,1930,2011,actor
nm0859977,Chris Thompson,1952,2015,"writer,producer,miscellaneous"
nm0005675,Jordan Cronenweth,1935,1996,"cinematographer,camera_department,actor"
nm0587944,Barry Miller,1958,\N,"actor,soundtrack"
nm0348612,Paul R. Gurian,\N,\N,"producer,writer,composer"
nm0830638,David Stiven,1940,\N,"editor,director,actor"
nm0265363,Peter Faiman,1944,\N,"producer,director,miscellaneous"
nm0787185,Ken Shadie,\N,2020,"writer,producer,sound_department"
nm0180257,John Cornell,1941,2021,"producer,actor,writer"
nm0227669,Ernie Dingo,1956,\N,"actor,writer,soundtrack"
nm0389495,Brett Hogan,1960,\N,"actor,writer,camera_department"
nm1008737,King Baggot,1943,\N,"cinematographer,camera_department,director"
nm0807252,Alexis Smith,1921,1993,"actress,soundtrack"
nm0437596,Jeff Kanew,1944,\N,"editor,director,producer"
nm0001044,Rae Dawn Chong,1961,\N,"actress,soundtrack,director"
nm0085209,Carol Black,\N,\N,"writer,producer,miscellaneous"
nm0779860,Tom Scott,1948,\N,"music_department,composer,soundtrack"
nm0856677,Walter Tevis,1928,1984,writer
nm0043483,Irving Axelrad,1915,1998,producer
nm0889152,Vanity,1959,2016,"actress,soundtrack,composer"
nm0001278,John Glover,1944,\N,"actor,soundtrack,miscellaneous"
nm0827386,John Steppling,\N,\N,"writer,director,actor"
nm0348214,Moses Gunn,1929,1993,actor
nm0135829,James Carabatsos,\N,\N,"writer,producer"
nm0352518,Dennis Hackin,\N,\N,"writer,producer,director"
nm0830472,Joseph Stinson,\N,\N,writer
nm0001569,Chuck Norris,1940,\N,"actor,music_department,producer"
nm0000758,Melody Anderson,1955,\N,actress
nm0760225,Will Sampson,1933,1987,actor
nm0331533,Robert Gosnell,\N,\N,"writer,producer"
nm0742138,Jeffrey M. Rosenbaum,\N,\N,"writer,producer"
nm0015792,Norman Aladjem,\N,\N,"producer,manager,writer"
nm0115073,Ronald W. Browne,1927,2011,"cinematographer,camera_department"
nm0611932,Peter Mullan,1959,\N,"actor,director,writer"
nm0328765,Louise Goodall,1962,\N,"actress,location_management"
nm0507207,Gary Lewis,1958,\N,"actor,soundtrack"
nm0570670,Lorraine McIntosh,1964,\N,actress
nm0491956,Paul Laverty,1957,\N,"writer,actor"
nm0549395,Amanda Marmot,1956,\N,"producer,script_department"
nm0486291,Clive Langer,\N,\N,"soundtrack,music_department,composer"
nm0029962,Álex Angulo,1953,2014,"actor,producer"
nm0211089,Armando De Razza,1955,\N,"actor,soundtrack"
nm0782213,Santiago Segura,1965,\N,"actor,soundtrack,writer"
nm0701715,Terele Pávez,1939,2017,actress
nm0407067,Álex de la Iglesia,1965,\N,"director,producer,writer"
nm0061474,Battista Lena,1960,\N,"composer,music_department,editor"
nm0554871,Flavio Martínez Labiano,1962,\N,"cinematographer,camera_department,actor"
nm0284765,Teresa Font,\N,\N,"editor,editorial_department,sound_department"
nm0410769,Robert Iscove,1947,\N,"director,miscellaneous,producer"
nm0281592,R. Lee Fleming Jr.,\N,\N,"writer,producer,miscellaneous"
nm0003337,Karlheinz Böhm,1928,2014,"actor,assistant_director,director"
nm0790452,Moira Shearer,1926,2006,"actress,soundtrack"
nm0041602,Maxine Audley,1923,1992,"actress,soundtrack"
nm0003836,Michael Powell,1905,1990,"director,writer,producer"
nm0548896,Leo Marks,1920,2001,"writer,actor,miscellaneous"
nm0247460,Brian Easdale,1909,1995,"composer,music_department,soundtrack"
nm0005740,Otto Heller,1896,1970,"cinematographer,actor,camera_department"
nm0010060,Noreen Ackland,1921,2013,"editor,editorial_department,sound_department"
nm0179697,Ericson Core,\N,\N,"cinematographer,director,camera_department"
nm0001344,Gregg Henry,1952,\N,"actor,soundtrack,music_department"
nm0371249,Terry Hayes,1951,\N,"writer,producer,script_department"
nm0731287,Judith Roberts,\N,\N,"writer,producer"
nm0154881,Lisa Cheek,\N,\N,"editorial_department,editor"
nm0075483,Myles Berkowitz,1962,\N,"writer,actor,director"
nm0905872,Elisabeth Wagner,\N,\N,actress
nm0035207,Richard Arlook,\N,\N,"manager,producer,actor"
nm0568951,Mark McGarry,1962,\N,"producer,miscellaneous,music_department"
nm0898008,Jason Villard,1964,\N,"assistant_director,producer,miscellaneous"
nm0542945,Robert F. Mann,\N,\N,"music_department,soundtrack,composer"
nm0879072,Steve Tyrell,1944,\N,"music_department,composer,soundtrack"
nm0081823,Adam Biggs,\N,\N,"camera_department,cinematographer,actor"
nm0774259,Thomas Schobel,\N,\N,"composer,music_department,soundtrack"
nm0065353,Ben Becker,1964,\N,"actor,director,writer"
nm0272224,Heino Ferch,1963,\N,actor
nm0633947,Ulrich Noethen,1959,\N,"actor,soundtrack"
nm0003492,Heinrich Schafmeister,1957,\N,actor
nm0250906,Jürgen Egger,1959,2009,"writer,actor,director"
nm0725305,Klaus Richter,\N,\N,writer
nm0460057,Harald Kloser,1956,\N,"composer,producer,soundtrack"
nm0470706,Ricky Kreitman,\N,\N,"editor,producer,editorial_department"
nm0059646,Bill Basch,1927,2009,
nm0059651,Martin Basch,\N,\N,
nm0103953,Randolph Braham,1922,2018,miscellaneous
nm0128609,Alice Lok Cahana,\N,\N,
nm0002224,James Moll,1963,\N,"producer,director,editor"
nm0063706,June Beallor,\N,\N,"producer,miscellaneous,director"
nm0232382,Harris Done,1963,\N,"cinematographer,camera_department,director"
nm0056186,Boris Baromykin,1941,\N,"cinematographer,director"
nm0000960,Barry Bostwick,1945,\N,"actor,soundtrack,producer"
nm1980761,Jennifer Drake,\N,\N,actress
nm0062010,Eric Baugin,\N,\N,actor
nm0867622,Jean Topart,1922,2012,"actor,miscellaneous"
nm0482537,René Laloux,1929,2004,"writer,director,actor"
nm0943248,Stefan Wul,1922,2003,writer
nm0867718,Roland Topor,1938,1997,"writer,actor,art_department"
nm0329751,Alain Goraguer,1931,2023,"composer,soundtrack,music_department"
nm0110519,Don Brochu,\N,\N,"editor,editorial_department,producer"
nm0446210,Bill Kelly,\N,\N,"writer,producer"
nm0817023,Nicholas Sparks,1965,\N,"writer,producer,talent_agent"
nm0338804,John L. Greene,1912,1995,"writer,producer"
nm0500107,Jerry Leider,\N,\N,"producer,writer,executive"
nm0847258,Troy Takaki,\N,\N,"editor,editorial_department,production_manager"
nm0004748,Julie Benz,1972,\N,"actress,soundtrack,producer"
nm0004301,Alexandra Adi,1971,\N,actress
nm0825434,Darren Stein,1971,\N,"director,writer,producer"
nm0469668,Stacy Kramer,\N,\N,"producer,miscellaneous"
nm0868178,Lisa Tornell,\N,\N,"producer,executive"
nm0350453,Jake Gyllenhaal,1980,\N,"actor,producer,soundtrack"
nm0654104,Chris Owen,1980,\N,"actor,camera_department"
nm0382573,Homer H. Hickam Jr.,1943,\N,"writer,producer"
nm0719679,David Rennie,\N,\N,"editor,editorial_department,sound_department"
nm0379114,David Herman,1967,\N,"actor,soundtrack"
nm0619651,Ajay Naidu,1972,\N,"actor,director,writer"
nm0710883,Daniel Rappaport,1970,\N,"producer,manager,executive"
nm0744754,Michael Rotenberg,\N,\N,"producer,manager,miscellaneous"
nm0618884,Massoumeh Naderi,1987,\N,actress
nm0618886,Zahra Naderi,1987,\N,actress
nm0019390,Ghorban Ali Naderi,1932,\N,actor
nm0595817,Azizeh Mohamadi,\N,\N,actress
