id,original_language,overview,poster_path,revenue,budget,popularity
72431,en,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",/jiORLnBsGcVcqIibkGBE213zAyh.jpg,50365377,58000000,24.717
72432,en,A lawyer who is a drug addict fights a medical-supplies corporation in court while battling his personal demons.,/sQD8NLW8ZsKHZMx9n7dLHSDgseH.jpg,68945,0,14.11
72525,en,"A slacker hatches a million-dollar idea. But, in order to see it through, he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel.",/l3HSd4Nj6YKKUiE6q9WGow94f45.jpg,0,6000000,10.93
72545,en,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",/hLZHJjsZ83Wfn3MRteNb6ew0WC7.jpg,355692760,79000000,42.913
72559,en,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",/3rWIZMzTKcCtV0eHJ70Z4Ru659f.jpg,371876278,130000000,40.343
72570,en,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",/qHNjcjKa6VHJsa0Eu0DHl2BaYw3.jpg,196114570,30000000,47.267
72571,en,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg,207039844,5000000,32.178
72585,en,A 1968 animation/documentary that criticises the industrial system.,/5w7A4i3vIZXKbkpvLIxOzwAlXtk.jpg,0,0,1.638
72710,en,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",/ok2sl6rGITZ0W94DeRU4VkB2ssW.jpg,63327201,44000000,23.075
72744,en,"Carved from over 1,200 hours of footage spanning the band’s career, Pearl Jam: Twenty is the definitive portrait of Pearl Jam. Part concert film, part intimate insider-hang, and part testimonial to the power of music.",/d38PBlEsj5W9Od581GuWLeTuy4F.jpg,0,0,6.719
72784,en,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",/dgNANcemMtCzp7q8nmOBzlR2xVh.jpg,10076790,14000000,27.317
72842,en,"Beth, a bookish teenager, befriends Emilia, an aspiring novelist who has just arrived in town. Emilia soon begins an affair with Beth's father that threatens to have devastating consequences.",/ocB3vHqqJwLVQg0jaWLgLlEeSr7.jpg,0,0,8.639
72867,en,A comprehensive look at the history of the Hellboy character from his comic book roots through to his movie debut.,/358FTzyn2TusjvdqoW0lLMr7KTY.jpg,0,0,2.859
72886,en,"As the three chosen defenders of Earth travel to Shang Tsung's island, Rayden teaches them how to become the masters of their destinies, overcome their foes, and control their powers. Liu Kang, Sonya Blade and Johnny Cage must defeat Shang Tsung, Sub Zero, Scorpion and Goro in a tournament of Mortal Kombat if they are to survive and save the fate of the earth.",/11IzPcxoq22dqrftKgt5CZPHjhM.jpg,0,0,7.53
72976,en,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",/oOo905cttAIkHERDBya5sX6HbIV.jpg,275293450,65000000,20.497
73079,en,"David is a teenager whose parents are in a deteriorating marriage after their infant daughter dies. Clara is a chambermaid at a Jamaican resort who's hired to be a housekeeper. She and David develop a close bond, opening his eyes and heart to new experiences, and eventually leading to a disturbing secret in Clara's past.",/sb5fGw0l8PVFPL14lu2UN7Ibed0.jpg,0,0,4.582
73183,en,"Often called the worst director in the history of cinema, Ed Wood is nevertheless a beloved figure among cult-film aficionados for his oddball productions. This documentary takes a look back at Wood's unique career at the margins of 1950s Hollywood, speaking to those who loved him and hated him. Bela Lugosi Jr. discusses his father's work in the abysmal ""Plan 9 From Outer Space,"" while a Baptist reverend recalls how he was tricked into financing the film.",/q1wbPToYRpXa827OCNqmT4lTnVF.jpg,0,0,1.936
73265,en,"Todd Barret is an aspiring businessman. He's got what it takes, but what he doesn't have is enough money to stay in college. So he cooks up a plan to make the first ever all male sports calendar. He eventually convinces Cactus Jack, a very shadowy and tough loan shark, to give him enough money to make the deal. Todd makes enough to pay for his education, but what about the money he owes Cactus Jack?",/sjGHwBV21Zj1mpittZdElolT4v.jpg,989000,0,1.997
73499,en,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",/t4W10sjJSDAWRUDn2Kb8DQKxiZv.jpg,4729855,17000000,13.32
73567,en,A cop who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer in exchange for a tumble with the young man's virginal sister.,/vr470u3L5govXLpoqtUe8S9GyxE.jpg,4633668,10000000,23.301
73642,en,"Irish lads send an ad to the Miami Herald inviting fit and enticing women, between the ages of 20 and 21, to live in their isolated Donegal village. The whole town knows about the ad, and it sharpens everyone's sense of the opportunities for happiness already at hand. Kate, a publican with a young daughter, is separating from her husband and catches the eye of a bachelor sheep farmer. Kieran the butcher realizes that his assistant Siobhan is comely, and then he discovers she's fiery as well. Ollie sends off for Dutch skin magazines that the village postmistress won't release to him. The men, and women, find counsel in their movie-loving priest. Will anyone answer the ad?",/xeENuqgJtRcum0hJCrmUJ8HA4k8.jpg,0,0,3.549
73700,en,A young girl who has been abandoned by her former-groupie mother informs a fading rock star that she is his daughter.,/ps2q0DqpEOOvSLL6KQNmpqqsbKh.jpg,0,0,4.989
73723,en,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,348840316,70000000,94.834
73861,sr,"Milos, a retired porn star, leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg,1541,0,29.812
73884,zh,"McDull is not the brightest kid on the block, but he continuously tries to do his best to please his mother. Still it seems he may not be destined for great things like she wishes, but McDull strives to try anyway.",/vuwFMsVivw5FadTGm0ej9Y0ujaN.jpg,0,0,2.517
73935,en,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,/sW4MFTfW88Ii8TyZVD7oprzzhOU.jpg,0,16000000,15.06
73937,en,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",/q6Pr8fWKh664seri2MaQeIJ6eSI.jpg,8179416,41000000,13.172
74306,en,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant.",/jEyiGve8BLOCvi8R2tL8H52aLp4.jpg,0,0,17.185
74308,en,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",/5NYI1dfskJ8oKEbVgJlJE4txnZ2.jpg,1681521,0,29.327
74336,ko,"A family decides to buy a lodge in a remote hiking area. Their first customer commits suicide and the distraught family buries his body to avoid the bad publicity. But their luck gets worse, the bodies start piling up, and the family becomes frantic to rectify the situation.",/6jrNaqgY0PQF88JX9oWMJi0EJRt.jpg,0,0,7.928
74340,en,"Chuck Murdock, a 12-year-old boy from Montana and son of a military jet pilot, becomes anxious after seeing a Minuteman missile on a school field trip. He protests the existence of nuclear weapons by refusing to play baseball, which results in the forfeit of a Little League game by his team. ""Amazing Grace"" Smith, a fictional Boston Celtics player, played by NBA star Alex English, decides to join the boy in his protest by resigning from professional basketball. This gives it nationwide coverage, inspiring more pro athletes to join the protest against nuclear weapons. The film reaches a climax when the President of the United States personally meets with Chuck, admiring his resolve but at the same time explaining the practical difficulties of disarmament. Sinister forces, meanwhile, threaten the lives of Amazing Grace and his agent, Lynn.",/uEp2ZuH22RN4uPXRX6Y40XCcqWF.jpg,0,0,2.816
74387,en,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",/czTnUvy1jrfbzzDbX0xny4pozAQ.jpg,6483963,0,12.083
74461,en,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,/7TP8E4nTqT0SFkwlj2kYRfMRwfH.jpg,0,0,11.02
74465,en,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",/vw4W2QgWuPWJXDA4N0V0MU1R0TI.jpg,120081841,50000000,20.268
74510,en,Experience the show that quickly became a national phenomenon. Get an up-close and personal look at Kevin back in Philly where he began his journey to become one of the funniest comedians of all time. You will laugh 'til it hurts!,/jk7C5sIDHSGiJjBQz6bmPNP1WOF.jpg,0,0,8.638
74534,en,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",/gNWiOKTWDvPTpr7QfPWk18gLftz.jpg,136836156,10000000,13.207
74535,ru,"An old sea captain and his student decide to take part in the international regatta. At the same time an amateur thief steals a statue of Aphrodite from Louvre and boards their yacht by mistake. A long, fun adventure is ahead.",/mTKUENSIX7Ylam8XTHw05Ec67Uw.jpg,0,0,2.356
74643,fr,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",/z68py0ZqPgeacGPG54AGVRbNBS7.jpg,133432856,15000000,17.85
74692,en,A down-and-out restaurateur and his neighbor hatch a plan to lure luminaries to their small Newfoundland town.,/z0tTXhUzG9mwKVliv74LBe7gGdy.jpg,0,5000000,3.048
74725,en,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",/qwT2I3ons0oD58jIppKmd4qLtvB.jpg,450275,500000,13.549
74777,en,"Tricia's husband Daniel has been missing for seven years. Her younger sister Callie comes to live with her as the pressure mounts to finally declare him 'dead in absentia.' As Tricia sifts through the wreckage and tries to move on with her life, Callie finds herself drawn to an ominous tunnel near the house. As she begins to link it to other mysterious disappearances, it becomes clear that Daniel's presumed death might be anything but 'natural.' The ancient force at work in the tunnel might have set its sights on Callie and Tricia—and Daniel might be suffering a fate far worse than death in its grasp.",/6i9mtDV67tRAEYhCsZPNtiwMGN6.jpg,0,70000,8.986
74836,en,"During a time of waning global resources, a crew of young researchers travel into the future to escape an apocalypse before the shutdown of their time transfer project. They find that some type of disaster has de-populated the Idaho region and, by implication, the nation or perhaps the world.",/eh6IUWRvGQmEbcUIGBtFBZljTwR.jpg,0,0,3.2
74849,en,"Luke Skywalker and Han Solo battle evil Imperial forces to help Chewbacca reach his imperiled family on the Wookiee planet - in time for Life Day, their most important day of the year!",/eRSKviGcTqHd34vCLjcztJF6Eaw.jpg,0,0,11.853
74998,en,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",/lN3O0j1DKVnwhO1h5J3utrmrBF2.jpg,14089528,17000000,14.037
75174,en,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway, are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,77278331,25000000,30.84
75301,en,"Beloved by children of all ages around the world, Elmo is an international icon. Few people know his creator, Kevin Clash, who dreamed of working with his idol, master puppeteer Jim Henson. Displaying his creativity and talent at a young age, Kevin ultimately found a home on Sesame Street. Narrated by Whoopi Goldberg, this documentary includes rare archival footage, interviews with Frank Oz, Rosie O’Donnell, Cheryl Henson, Joan Ganz Cooney and others and offers a behind-the-scenes look at Sesame Street and the Jim Henson Workshop.",/7W2jIcJoWyMaYNiSkCxhZQX3OQF.jpg,286201,0,7.529
75386,en,"Josh is the consummate temp employee, avoiding all long-term connections and responsibilities, both at work and in his personal life. However, by the time his agency places him at the Schuyler &amp; Mitchell law firm, Josh is tired of his temporary life and agrees to take a permanent position at the firm. Josh has difficulty adapting to his new lifestyle, which manifests in his inability to complete his simple initial task: mailing seventeen important letters.",/iYCPEGIiGrYfLOQ7SxP3iqmboWO.jpg,251058,0,1.207
75491,fr,"The story of a rabbi and his talking cat, a sharp-tongued feline philosopher brimming with scathing humor and a less than pure love for the rabbi's teenage daughter.",/pcjwhq6hF3z2Wir0ZcKHTxmtRsH.jpg,0,0,7.294
75612,en,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,286168572,120000000,30.901
75629,ja,"Fourteen years after Third Impact, Shinji Ikari awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, NERV has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Kaworu Nagisa, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.",/d0s1xvykzl0kz7fP5S2ROYqphdz.jpg,60487945,0,19.876
75656,en,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,351723989,75000000,45.241
75674,en,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",/1Xcd5ci69pVXMPP02DU11Ffq0yY.jpg,82499399,12000000,24.159
75725,es,"Cubelles, Tarragona, Spain, Christmas 1985. Five friends make an unexpected discovery in the forest: a woman disguised as Santa Claus trapped in a deep hole dug in the middle of nowhere.",/vB5dmtGyfsNQzTfmigrjtoCzTmL.jpg,0,0,3.814
75736,en,"The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",/mbDQA2a3H9CbEHr7bDkaqxAGDO1.jpg,0,7000000,13.951
75761,en,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",/1IsviP0Tb05xUAFWz5b7FJ0qIHP.jpg,0,0,16.37
75780,en,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,218340595,60000000,44.484
75802,en,"Two doctors in Victorian England use manual stimulation of female genitalia to cure their patients' ills, leading to the invention of the vibrator.",/ziWnXi2VyNDD9qPi5wmOuolOCIu.jpg,9504139,0,14.498
75964,en,"Director Martin Scorsese profiles former Beatle George Harrison in this reverent portrait that mixes interviews and archival footage, featuring commentary from the likes of Paul McCartney, Eric Clapton, Ringo Starr and Yoko Ono.",/x5Y3S6HD8Mj5JmncAHy7eVpVsA0.jpg,0,0,8.192
76025,en,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",/cAWLz9kFv4xc6IsEXTj2DrcqD55.jpg,3909002,6500000,24.812
76163,en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",/4EBO8aIeP2bF1jGpwbuRS4CFMca.jpg,314975955,100000000,59.833
76170,en,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",/xNi8daRmN4XY8rXHd4rwLbJf1cU.jpg,415440673,120000000,7.797
76176,en,"5 teenage rappers gets notice of a mysterious witch that supposedly lurks in the ghetto and those who are attacked by her gets a successful hip-hop career. In their search for the witch, they come across various rappers whom already been attacked and retells their experiences.",/xDWZQWzu3b4SryUxjfxoLebMLHk.jpg,0,0,2.329
76180,en,"From the earliest versions of the script to the blockbuster debuts, explore the creation of the Star Wars Trilogy.",/xq0MPT1lLxfznTRaAbInxWT2wfh.jpg,0,0,10.191
76203,en,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",/xdANQijuNrJaw1HA61rDccME4Tm.jpg,187000000,20000000,34.808
76285,en,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",/tAu90qEpLqwqiZLsMqpaMVr55oN.jpg,199850315,90000000,24.018
76338,en,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,644783140,170000000,59.968
76341,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,378858340,150000000,78.319
76360,en,Viewers will get a look at Parker and Stone's thought process as they approach a new episode and the 24/7 grind they subject themselves to each time the show is in production. The documentary also includes in-depth interviews with Parker and Stone about their working partnership and reflections on highlights from their careers.,/itnA0QZio9kzgI3jy1dTwQfutCg.jpg,0,0,6.99
76406,de,"German director Wim Wenders made this documentary in which he tries to explore the Tokyo that was depicted in the films of Yasujiro Ozu. When Wenders visits Tokyo for the first time, he finds a very different city, one with a booming fascination with technology that often clashes with the traditional elements of Japanese culture. Wenders also interviews Ozu's cinematographer, Yuharu Atsuta, and Chishu Ryu, an actor who frequently collaborated with Ozu.",/eBrrXzFRYA2AQIjNXkPA0KiEwWI.jpg,0,0,3.763
76489,en,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",/b0nNQCL90RGTwjxLEFsFFLQZKNe.jpg,54819301,30000000,20.958
76492,en,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,358375603,85000000,50.394
76493,en,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,179379533,65000000,31.301
76494,en,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",/WlaRQOeoUfKntGmNsuZDu3r6h6.jpg,79700000,40000000,20.342
76516,en,"Modelling themselves after an idyllic cookie-cutter suburban 1950s family, a colony of insects move from South America into the United States with the intent of getting access to the nation's nuclear resources.",/6WAYkFD5cD3PKbXd3laoiLdZzRh.jpg,485772,5000000,5.911
76543,en,"The story of Joseph, a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",/p6PJGuO6K94YylUcAsTTn7Q4cQn.jpg,676111,0,10.083
76544,en,"In Beijing, a young martial artist's skill places him in position to experience opportunities and sacrifices.",/wnuT1D0fsFu7chFLtcQqwPBaBVg.jpg,2054941,25000000,16.388
76589,en,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",/seCbcjdZYUl8SRKjeWfyi2ngzFj.jpg,0,0,15.792
76617,en,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",/dwIQ7WDCSiIcNdbferTcU7uI0KV.jpg,47340586,10000000,33.684
76640,en,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",/4PGpdWDQOjlsMcMIyTwI5Q9jPRJ.jpg,0,30000000,20.145
76696,es,"Martin is a neurotic web designer taking baby steps out of the isolation of his one-room apartment and his virtual reality. Mariana is an artist fresh out of a a long relationship. They are perfect for each other, live on the same street, in opposite buildings, but they never meet. Can the movement of a modern city of three million people bring them together?",/rpGopOQg2QGZI85QgFwOpKZnND1.jpg,0,11000000,8.447
76726,en,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",/xENglsVIIWEEhhB5lgpy33tGcKI.jpg,145000000,15000000,26.714
76757,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",/xzQ25m9vrdyvpLX74T3B3KB40Ou.jpg,183987723,176000003,53.857
76758,zh,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",/pYltmnA1VDWl45EcVQoJYPsTpLW.jpg,95311434,94000000,17.004
76804,en,"Rich old Cyrus West's relatives are waiting for him to die so they can inherit. But he stipulates that his will be read 20 years after his death. On the appointed day his expectant heirs arrive at his brooding mansion. The will is read and it turns out that Annabelle West, the only heir with his name left, inherits, if she is deemed sane. If she isn't, the money and some diamonds go to someone else, whose name is in a sealed envelope. Before he can reveal the identity of her successor to Annabelle, Mr. Crosby, the lawyer, disappears. The first in a series of mysterious events, some of which point to Annabelle in fact being unstable.",/obXtEtHmncAtak6IFFpaWR3DQbS.jpg,325550,0,3.959
76996,en,A day in the life of two film school students trying to find love and another housemate.,/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,0,0,2.29
77016,en,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,48126384,7000000,30.648
77067,en,"Two inexplicably coherent zombies awake amidst a zombie attack and decide to take a road trip to find the one's lost love, unaware they are being chased by the agents of a ruthless company with its own agenda.",/nQ8goJKYBYC6JrzQC838CVfOqwQ.jpg,0,0,7.979
77120,en,Filmmaker Christopher Browne documents the mission of a group of middle-aged bowlers as they attempt to revitalize the sport and get the television-watching public interested in it again.,/oXN9NoSY1UJesrtyOzLeO86yZod.jpg,0,0,1.54
77174,en,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg,107139399,60000000,29.363
77223,en,"A group of English, American, Dutch and Australian women creates a vocal orchestra while being imprisoned in a Japanese POW camp on Sumatra during World War II.",/mEA7Iv1e6HqpSGMfVUdUfYOusNU.jpg,2007100,16000000,8.777
77294,ru,"Little Fedor brings a cat to home despite his mother's distaste for cats. He runs away with his talking cat, to make more friends on the way.",/mzSKdkexLqWv2Fvia08kIpNSleX.jpg,0,0,4.332
77304,ru,"A Soviet cult cartoon, so untypical for a Western viewer, especially, a little one. A boy named Malysh (""A Little One"") suffers from solitude being the youngest of the three children in a Swedish family. The acute sense of solitude makes him desperately want a dog, but before he gets one, he ""invents"" a friend - the very Karlson who lives upon the roof. So typical for the Russian culture spirit of mischief, which is, actually, never punished, and the notion that relative welfare not necessarily means happiness made the book by Astrid Lindgren and its TV adaptations tremendously popular in the Soviet Union and nowadays Russia and vice versa - somewhat alienated to the Western reader and viewer (see User's comments below). However, both the book and the cartoon are truly universal - entertaining and funny for the children and thought-provoking and somewhat sad for grownups.",/H4WHAm4yHcTUMvPgupZ5OcV4nc.jpg,0,0,3.653
77338,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,/323BP0itpxTsO0skTwdnVmf7YC9.jpg,426588510,13000000,41.656
77350,en,"Isaac Mizrahi, one of the most successful designers in high fashion, plans his fall 1994 collection.",/dnIzv4rXr9FXkqW880E3rStYQA7.jpg,0,0,2.912
77365,en,"We do not know when and how we will die. Death Row inmates do. Werner Herzog embarks on a dialogue with Death Row inmates, asks questions about life and death and looks deep into these individuals, their stories, their crimes.",/2ogmMOC3B7A9vSUseh3f5O4CGA9.jpg,0,0,5.287
77469,en,"This adult comedy follows six characters, three men and three women from a cross-section of social groups, as they play sexual power games. When an affair fires up between 2 of the married characters, it sparks a chain of consequences for all of them, including one of the wives falling for another woman!",/g8u6Hx7F7V2gFr5ddyLQPzQ8f3t.jpg,4710749,5000000,7.675
77557,ru,"A circus lion goes on holiday to Africa, but his circus skills doesn't let him be.  Based on the tale of the Czech writer Milos Macourek ""Boniface and his nephews»",/9LhyFNoDYBqWZr33EmLYw3oOxMN.jpg,0,0,2.201
77561,es,"In 2041, humans live side-by-side with robots and androids. A well-known cybernetic engineer, Alex Garel, returns to his hometown to create a new model of robot child.",/9GH6VRhwI5SrD178aqPCI1Xpf4P.jpg,0,7971518,11.537
77759,ru,The continuation of the adventures of Fyodor and his friends from the Prostokvashino village.,/ezFeZjhSVXDyOC9FYfdqgoOJBew.jpg,0,0,3.782
77762,ru,A third movie about Fyodor and his friends from the Prostokvashino village and their adventures - this time during the winter.,/m1eYBAt3jHqdGAxbPfQtHfPooCd.jpg,0,0,3.163
